fun,run,time,iter,score,x
gf2,1,0.03660893440246582,37,,[nan nan nan]
gf2,1,0.03760170936584473,38,,[nan nan nan]
gf2,1,0.0385899543762207,39,,[nan nan nan]
gf2,1,0.03957819938659668,40,,[nan nan nan]
gf2,1,0.04056596755981445,41,,[nan nan nan]
gf2,1,0.04155874252319336,42,,[nan nan nan]
gf2,1,0.04254508018493652,43,,[nan nan nan]
gf2,1,0.04353475570678711,44,,[nan nan nan]
gf2,1,0.04452180862426758,45,,[nan nan nan]
gf2,1,0.04551434516906738,46,,[nan nan nan]
gf2,1,0.046500444412231445,47,,[nan nan nan]
gf2,1,0.04748845100402832,48,,[nan nan nan]
gf2,1,0.04848289489746094,49,,[nan nan nan]
gf2,1,0.04947686195373535,50,,[nan nan nan]
gf2,1,0.050472259521484375,51,,[nan nan nan]
gf2,1,0.05146288871765137,52,,[nan nan nan]
gf2,1,0.05245161056518555,53,,[nan nan nan]
gf2,1,0.053446292877197266,54,,[nan nan nan]
gf2,1,0.054437875747680664,55,,[nan nan nan]
gf2,1,0.05542922019958496,56,,[nan nan nan]
gf2,1,0.0564115047454834,57,,[nan nan nan]
gf2,1,0.05739927291870117,58,,[nan nan nan]
gf2,1,0.058387041091918945,59,,[nan nan nan]
gf2,1,0.059369802474975586,60,,[nan nan nan]
gf2,1,0.060361623764038086,61,,[nan nan nan]
gf2,1,0.061353445053100586,62,,[nan nan nan]
gf2,1,0.06234478950500488,63,,[nan nan nan]
gf2,1,0.06333136558532715,64,,[nan nan nan]
gf2,1,0.06432175636291504,65,,[nan nan nan]
gf2,1,0.06531095504760742,66,,[nan nan nan]
gf2,1,0.06630778312683105,67,,[nan nan nan]
gf2,1,0.06730222702026367,68,,[nan nan nan]
gf2,1,0.06831097602844238,69,,[nan nan nan]
gf2,1,0.069305419921875,70,,[nan nan nan]
gf2,1,0.07030630111694336,71,,[nan nan nan]
gf2,1,0.07130646705627441,72,,[nan nan nan]
gf2,1,0.0723123550415039,73,,[nan nan nan]
gf2,1,0.07331442832946777,74,,[nan nan nan]
gf2,1,0.07432341575622559,75,,[nan nan nan]
gf2,1,0.07532477378845215,76,,[nan nan nan]
gf2,1,0.07632899284362793,77,,[nan nan nan]
gf2,1,0.0773305892944336,78,,[nan nan nan]
gf2,1,0.0783379077911377,79,,[nan nan nan]
gf2,1,0.07934069633483887,80,,[nan nan nan]
gf2,1,0.08033895492553711,81,,[nan nan nan]
gf2,1,0.08134031295776367,82,,[nan nan nan]
gf2,1,0.08235359191894531,83,,[nan nan nan]
gf2,1,0.08340215682983398,84,,[nan nan nan]
gf2,1,0.08442401885986328,85,,[nan nan nan]
gf2,1,0.08543586730957031,86,,[nan nan nan]
gf2,1,0.0864415168762207,87,,[nan nan nan]
gf2,1,0.0874488353729248,88,,[nan nan nan]
gf2,1,0.08845639228820801,89,,[nan nan nan]
gf2,1,0.08946442604064941,90,,[nan nan nan]
gf2,1,0.09046792984008789,91,,[nan nan nan]
gf2,1,0.09147024154663086,92,,[nan nan nan]
gf2,1,0.09247636795043945,93,,[nan nan nan]
gf2,1,0.09349179267883301,94,,[nan nan nan]
gf2,1,0.09450292587280273,95,,[nan nan nan]
gf2,1,0.09551191329956055,96,,[nan nan nan]
gf2,1,0.09652590751647949,97,,[nan nan nan]
gf2,1,0.09754204750061035,98,,[nan nan nan]
gf2,1,0.09855151176452637,99,,[nan nan nan]
gf2,2,1.9073486328125e-06,0,0.8000000000000002,[-1.   1.2  1.2]
gf2,2,0.001116037368774414,1,1.5803921568627448,[-1.74509804 -0.3254902   1.67058824]
gf2,2,0.0021419525146484375,2,8.695822193605183,[21.377263    4.31286169 -1.3973419 ]
gf2,2,0.003175973892211914,3,12839.41419685525,[-3.79278148e+04  5.53613157e+02  3.78146539e+01]
gf2,2,0.004190206527709961,4,71320805258028.34,[2.13960260e+14 2.15531308e+09 6.00919604e+05]
gf2,2,0.005352497100830078,5,1.2803771497374926e+43,[-3.84113145e+43  5.04990589e+28  9.10857741e+18]
gf2,2,0.006356954574584961,6,7.408257574067125e+130,[2.22247727e+131 2.38797692e+087 5.00030382e+057]
gf2,2,0.00738835334777832,7,inf,[           -inf 4.34499836e+262 1.11812427e+175]
gf2,2,0.008417367935180664,8,,[nan nan inf]
gf2,2,0.009408712387084961,9,,[nan nan nan]
gf2,2,0.010376214981079102,10,,[nan nan nan]
gf2,2,0.011346101760864258,11,,[nan nan nan]
gf2,2,0.012438058853149414,12,,[nan nan nan]
gf2,2,0.013512611389160156,13,,[nan nan nan]
gf2,2,0.014509439468383789,14,,[nan nan nan]
gf2,2,0.015518426895141602,15,,[nan nan nan]
gf2,2,0.016515016555786133,16,,[nan nan nan]
gf2,2,0.017507314682006836,17,,[nan nan nan]
gf2,2,0.018494606018066406,18,,[nan nan nan]
gf2,2,0.019494295120239258,19,,[nan nan nan]
gf2,2,0.02113628387451172,20,,[nan nan nan]
gf2,2,0.022092819213867188,21,,[nan nan nan]
gf2,2,0.023040771484375,22,,[nan nan nan]
gf2,2,0.023984670639038086,23,,[nan nan nan]
gf2,2,0.02492046356201172,24,,[nan nan nan]
gf2,2,0.02588820457458496,25,,[nan nan nan]
gf2,2,0.026848793029785156,26,,[nan nan nan]
gf2,2,0.027806997299194336,27,,[nan nan nan]
gf2,2,0.028940439224243164,28,,[nan nan nan]
gf2,2,0.029915332794189453,29,,[nan nan nan]
gf2,2,0.030889272689819336,30,,[nan nan nan]
gf2,2,0.031877994537353516,31,,[nan nan nan]
gf2,2,0.03284811973571777,32,,[nan nan nan]
gf2,2,0.033817291259765625,33,,[nan nan nan]
gf2,2,0.03477883338928223,34,,[nan nan nan]
gf2,2,0.03575921058654785,35,,[nan nan nan]
gf2,2,0.03690838813781738,36,,[nan nan nan]
gf2,2,0.03786015510559082,37,,[nan nan nan]
gf2,2,0.03879809379577637,38,,[nan nan nan]
gf2,2,0.03974103927612305,39,,[nan nan nan]
gf2,2,0.04067635536193848,40,,[nan nan nan]
gf2,2,0.04162335395812988,41,,[nan nan nan]
gf2,2,0.04256010055541992,42,,[nan nan nan]
gf2,2,0.04349493980407715,43,,[nan nan nan]
gf2,2,0.04460597038269043,44,,[nan nan nan]
gf2,2,0.045659542083740234,45,,[nan nan nan]
gf2,2,0.04663348197937012,46,,[nan nan nan]
gf2,2,0.047605276107788086,47,,[nan nan nan]
gf2,2,0.0485687255859375,48,,[nan nan nan]
gf2,2,0.04953312873840332,49,,[nan nan nan]
gf2,2,0.05050015449523926,50,,[nan nan nan]
gf2,2,0.05147719383239746,51,,[nan nan nan]
gf2,2,0.05263805389404297,52,,[nan nan nan]
gf2,2,0.053629159927368164,53,,[nan nan nan]
gf2,2,0.05460619926452637,54,,[nan nan nan]
gf2,2,0.05558061599731445,55,,[nan nan nan]
gf2,2,0.056543827056884766,56,,[nan nan nan]
gf2,2,0.05750846862792969,57,,[nan nan nan]
gf2,2,0.05847501754760742,58,,[nan nan nan]
gf2,2,0.05943608283996582,59,,[nan nan nan]
gf2,2,0.06055951118469238,60,,[nan nan nan]
gf2,2,0.06152987480163574,61,,[nan nan nan]
gf2,2,0.06248927116394043,62,,[nan nan nan]
gf2,2,0.06343293190002441,63,,[nan nan nan]
gf2,2,0.06436514854431152,64,,[nan nan nan]
gf2,2,0.06529855728149414,65,,[nan nan nan]
gf2,2,0.06623458862304688,66,,[nan nan nan]
gf2,2,0.06717228889465332,67,,[nan nan nan]
gf2,2,0.06810307502746582,68,,[nan nan nan]
gf2,2,0.06923484802246094,69,,[nan nan nan]
gf2,2,0.07017755508422852,70,,[nan nan nan]
gf2,2,0.07111239433288574,71,,[nan nan nan]
gf2,2,0.07205438613891602,72,,[nan nan nan]
gf2,2,0.0729830265045166,73,,[nan nan nan]
gf2,2,0.07391500473022461,74,,[nan nan nan]
gf2,2,0.07484817504882812,75,,[nan nan nan]
gf2,2,0.0758054256439209,76,,[nan nan nan]
gf2,2,0.07694625854492188,77,,[nan nan nan]
gf2,2,0.07791757583618164,78,,[nan nan nan]
gf2,2,0.07885861396789551,79,,[nan nan nan]
gf2,2,0.07981204986572266,80,,[nan nan nan]
gf2,2,0.08074569702148438,81,,[nan nan nan]
gf2,2,0.08167672157287598,82,,[nan nan nan]
gf2,2,0.0826108455657959,83,,[nan nan nan]
gf2,2,0.08354949951171875,84,,[nan nan nan]
gf2,2,0.0846405029296875,85,,[nan nan nan]
gf2,2,0.08561348915100098,86,,[nan nan nan]
gf2,2,0.08656811714172363,87,,[nan nan nan]
gf2,2,0.08754920959472656,88,,[nan nan nan]
gf2,2,0.08850288391113281,89,,[nan nan nan]
gf2,2,0.0894312858581543,90,,[nan nan nan]
gf2,2,0.090362548828125,91,,[nan nan nan]
gf2,2,0.09130001068115234,92,,[nan nan nan]
gf2,2,0.0922539234161377,93,,[nan nan nan]
gf2,2,0.09340119361877441,94,,[nan nan nan]
gf2,2,0.09435224533081055,95,,[nan nan nan]
gf2,2,0.09532690048217773,96,,[nan nan nan]
gf2,2,0.09627580642700195,97,,[nan nan nan]
gf2,2,0.09721708297729492,98,,[nan nan nan]
gf2,2,0.0981590747833252,99,,[nan nan nan]
gf2,1,1.6689300537109375e-06,0,0.19999999999999996,[1.2 1.2 1.2]
gf2,1,0.001047372817993164,1,0.7040000000000001,[0.044 0.524 1.68 ]
gf2,1,0.002052783966064453,2,1.4703351466666665,[-0.62040116  1.98172351 -0.80888076]
gf2,1,0.0030243396759033203,3,16.928876435831494,[ -4.99634084 -37.79640583   6.99388264]
gf2,1,0.003981113433837891,4,73027.42453800437,[  1246.46631774 214983.43077088   2855.3765254 ]
gf2,1,0.005331754684448242,5,1.324813546957713e+16,[-6.67455010e+09 -3.97443073e+16  9.24357501e+10]
gf2,1,0.006410837173461914,6,8.370733835535331e+49,[1.19045576e+30 2.51122015e+50 3.15921993e+33]
gf2,1,0.007403135299682617,7,2.1115097901023117e+151,[-6.74838378e+090 -6.33452937e+151  1.26124533e+101]
gf2,1,0.008478641510009766,8,inf,[1.22930404e+273             inf 8.02525247e+303]
gf2,1,0.009654521942138672,9,,[nan nan inf]
gf2,1,0.010634899139404297,10,,[nan nan nan]
gf2,1,0.011607885360717773,11,,[nan nan nan]
gf2,1,0.012583732604980469,12,,[nan nan nan]
gf2,1,0.013571500778198242,13,,[nan nan nan]
gf2,1,0.01480722427368164,14,,[nan nan nan]
gf2,1,0.015842676162719727,15,,[nan nan nan]
gf2,1,0.016859054565429688,16,,[nan nan nan]
gf2,1,0.017882823944091797,17,,[nan nan nan]
gf2,1,0.01890707015991211,18,,[nan nan nan]
gf2,1,0.019902944564819336,19,,[nan nan nan]
gf2,1,0.02090907096862793,20,,[nan nan nan]
gf2,1,0.02198314666748047,21,,[nan nan nan]
gf2,1,0.02306365966796875,22,,[nan nan nan]
gf2,1,0.02404642105102539,23,,[nan nan nan]
gf2,1,0.025037050247192383,24,,[nan nan nan]
gf2,1,0.02611398696899414,25,,[nan nan nan]
gf2,1,0.02706146240234375,26,,[nan nan nan]
gf2,1,0.028006792068481445,27,,[nan nan nan]
gf2,1,0.02895379066467285,28,,[nan nan nan]
gf2,1,0.029982805252075195,29,,[nan nan nan]
gf2,1,0.03103041648864746,30,,[nan nan nan]
gf2,1,0.03200936317443848,31,,[nan nan nan]
gf2,1,0.03300809860229492,32,,[nan nan nan]
gf2,1,0.033979177474975586,33,,[nan nan nan]
gf2,1,0.034952640533447266,34,,[nan nan nan]
gf2,1,0.03594088554382324,35,,[nan nan nan]
gf2,1,0.03690505027770996,36,,[nan nan nan]
gf2,1,0.0379185676574707,37,,[nan nan nan]
gf2,1,0.03908395767211914,38,,[nan nan nan]
gf2,1,0.040065765380859375,39,,[nan nan nan]
gf2,1,0.04103732109069824,40,,[nan nan nan]
gf2,1,0.04200458526611328,41,,[nan nan nan]
gf2,1,0.04297041893005371,42,,[nan nan nan]
gf2,1,0.043933868408203125,43,,[nan nan nan]
gf2,1,0.04489707946777344,44,,[nan nan nan]
gf2,1,0.04585576057434082,45,,[nan nan nan]
gf2,1,0.046953678131103516,46,,[nan nan nan]
gf2,1,0.04792952537536621,47,,[nan nan nan]
gf2,1,0.04893374443054199,48,,[nan nan nan]
gf2,1,0.049910783767700195,49,,[nan nan nan]
gf2,1,0.05089545249938965,50,,[nan nan nan]
gf2,1,0.05189704895019531,51,,[nan nan nan]
gf2,1,0.05287599563598633,52,,[nan nan nan]
gf2,1,0.053858041763305664,53,,[nan nan nan]
gf2,1,0.0550539493560791,54,,[nan nan nan]
gf2,1,0.056038618087768555,55,,[nan nan nan]
gf2,1,0.05703115463256836,56,,[nan nan nan]
gf2,1,0.05800771713256836,57,,[nan nan nan]
gf2,1,0.05898022651672363,58,,[nan nan nan]
gf2,1,0.05995464324951172,59,,[nan nan nan]
gf2,1,0.06093573570251465,60,,[nan nan nan]
gf2,1,0.06198763847351074,61,,[nan nan nan]
gf2,1,0.06304216384887695,62,,[nan nan nan]
gf2,1,0.06399750709533691,63,,[nan nan nan]
gf2,1,0.06495046615600586,64,,[nan nan nan]
gf2,1,0.06591296195983887,65,,[nan nan nan]
gf2,1,0.06685328483581543,66,,[nan nan nan]
gf2,1,0.06780886650085449,67,,[nan nan nan]
gf2,1,0.06877684593200684,68,,[nan nan nan]
gf2,1,0.06972789764404297,69,,[nan nan nan]
gf2,1,0.07066845893859863,70,,[nan nan nan]
gf2,1,0.07160806655883789,71,,[nan nan nan]
gf2,1,0.07254433631896973,72,,[nan nan nan]
gf2,1,0.07349562644958496,73,,[nan nan nan]
gf2,1,0.07443881034851074,74,,[nan nan nan]
gf2,1,0.07538628578186035,75,,[nan nan nan]
gf2,1,0.07633328437805176,76,,[nan nan nan]
gf2,1,0.07727622985839844,77,,[nan nan nan]
gf2,1,0.07830238342285156,78,,[nan nan nan]
gf2,1,0.07927179336547852,79,,[nan nan nan]
gf2,1,0.08022379875183105,80,,[nan nan nan]
gf2,1,0.08117103576660156,81,,[nan nan nan]
gf2,1,0.0821390151977539,82,,[nan nan nan]
gf2,1,0.0830850601196289,83,,[nan nan nan]
gf2,1,0.08402514457702637,84,,[nan nan nan]
gf2,1,0.08498287200927734,85,,[nan nan nan]
gf2,1,0.08595824241638184,86,,[nan nan nan]
gf2,1,0.08693552017211914,87,,[nan nan nan]
gf2,1,0.08791136741638184,88,,[nan nan nan]
gf2,1,0.08904790878295898,89,,[nan nan nan]
gf2,1,0.09001851081848145,90,,[nan nan nan]
gf2,1,0.09101128578186035,91,,[nan nan nan]
gf2,1,0.09198164939880371,92,,[nan nan nan]
gf2,1,0.09298491477966309,93,,[nan nan nan]
gf2,1,0.0940256118774414,94,,[nan nan nan]
gf2,1,0.09500408172607422,95,,[nan nan nan]
gf2,1,0.09600281715393066,96,,[nan nan nan]
gf2,1,0.09703278541564941,97,,[nan nan nan]
gf2,1,0.09801864624023438,98,,[nan nan nan]
gf2,1,0.09901833534240723,99,,[nan nan nan]
gf2,2,2.1457672119140625e-06,0,0.8000000000000002,[-1.   1.2  1.2]
gf2,2,0.0011990070343017578,1,1.5986666666666665,[-1.76  -0.356  1.68 ]
gf2,2,0.002396821975708008,2,8.508694971751824,[22.09876254  3.32276161 -1.10456076]
gf2,2,0.003397703170776367,3,14557.166368399347,[-4.28367957e+04  8.14385161e+02  2.13182641e+01]
gf2,2,0.004362583160400391,4,104807306815539.27,[3.14420410e+14 1.50957479e+09 1.32644010e+06]
gf2,2,0.005316972732543945,5,4.1444883554587544e+43,[-1.24334651e+44  1.83960215e+29  4.55763208e+18]
gf2,2,0.006325483322143555,6,2.5628032852970033e+132,[7.68840986e+132 6.01635478e+087 6.76827213e+058]
gf2,2,0.007538318634033203,7,inf,[           -inf 1.17352208e+266 7.23930498e+175]
gf2,2,0.008703947067260742,8,,[nan nan inf]
gf2,2,0.009781599044799805,9,,[nan nan nan]
gf2,2,0.0107421875,10,,[nan nan nan]
gf2,2,0.011696100234985352,11,,[nan nan nan]
gf2,2,0.012654781341552734,12,,[nan nan nan]
gf2,2,0.013616561889648438,13,,[nan nan nan]
gf2,2,0.014563560485839844,14,,[nan nan nan]
gf2,2,0.01551055908203125,15,,[nan nan nan]
gf2,2,0.016477108001708984,16,,[nan nan nan]
gf2,2,0.017431974411010742,17,,[nan nan nan]
gf2,2,0.018480777740478516,18,,[nan nan nan]
gf2,2,0.019473791122436523,19,,[nan nan nan]
gf2,2,0.020428180694580078,20,,[nan nan nan]
gf2,2,0.021380901336669922,21,,[nan nan nan]
gf2,2,0.022324323654174805,22,,[nan nan nan]
gf2,2,0.023267030715942383,23,,[nan nan nan]
gf2,2,0.02420949935913086,24,,[nan nan nan]
gf2,2,0.025160551071166992,25,,[nan nan nan]
gf2,2,0.02609848976135254,26,,[nan nan nan]
gf2,2,0.027048349380493164,27,,[nan nan nan]
gf2,2,0.027999401092529297,28,,[nan nan nan]
gf2,2,0.028981924057006836,29,,[nan nan nan]
gf2,2,0.029984712600708008,30,,[nan nan nan]
gf2,2,0.03097391128540039,31,,[nan nan nan]
gf2,2,0.03195381164550781,32,,[nan nan nan]
gf2,2,0.03293323516845703,33,,[nan nan nan]
gf2,2,0.03391432762145996,34,,[nan nan nan]
gf2,2,0.03489327430725098,35,,[nan nan nan]
gf2,2,0.03586840629577637,36,,[nan nan nan]
gf2,2,0.03684043884277344,37,,[nan nan nan]
gf2,2,0.03782057762145996,38,,[nan nan nan]
gf2,2,0.038796186447143555,39,,[nan nan nan]
gf2,2,0.0397799015045166,40,,[nan nan nan]
gf2,2,0.04075980186462402,41,,[nan nan nan]
gf2,2,0.0417478084564209,42,,[nan nan nan]
gf2,2,0.042742252349853516,43,,[nan nan nan]
gf2,2,0.043730974197387695,44,,[nan nan nan]
gf2,2,0.04471278190612793,45,,[nan nan nan]
gf2,2,0.04569292068481445,46,,[nan nan nan]
gf2,2,0.04669451713562012,47,,[nan nan nan]
gf2,2,0.04771280288696289,48,,[nan nan nan]
gf2,2,0.04869890213012695,49,,[nan nan nan]
gf2,2,0.0496828556060791,50,,[nan nan nan]
gf2,2,0.05065298080444336,51,,[nan nan nan]
gf2,2,0.051627159118652344,52,,[nan nan nan]
gf2,2,0.052605390548706055,53,,[nan nan nan]
gf2,2,0.05358481407165527,54,,[nan nan nan]
gf2,2,0.0545504093170166,55,,[nan nan nan]
gf2,2,0.05552053451538086,56,,[nan nan nan]
gf2,2,0.05648946762084961,57,,[nan nan nan]
gf2,2,0.057468414306640625,58,,[nan nan nan]
gf2,2,0.05844473838806152,59,,[nan nan nan]
gf2,2,0.0594174861907959,60,,[nan nan nan]
gf2,2,0.06038641929626465,61,,[nan nan nan]
gf2,2,0.06137251853942871,62,,[nan nan nan]
gf2,2,0.06234884262084961,63,,[nan nan nan]
gf2,2,0.06332755088806152,64,,[nan nan nan]
gf2,2,0.06429862976074219,65,,[nan nan nan]
gf2,2,0.06527519226074219,66,,[nan nan nan]
gf2,2,0.06624341011047363,67,,[nan nan nan]
gf2,2,0.06721663475036621,68,,[nan nan nan]
gf2,2,0.06818819046020508,69,,[nan nan nan]
gf2,2,0.0691676139831543,70,,[nan nan nan]
gf2,2,0.07014107704162598,71,,[nan nan nan]
gf2,2,0.07111430168151855,72,,[nan nan nan]
gf2,2,0.07208466529846191,73,,[nan nan nan]
gf2,2,0.07306814193725586,74,,[nan nan nan]
gf2,2,0.07404088973999023,75,,[nan nan nan]
gf2,2,0.07500743865966797,76,,[nan nan nan]
gf2,2,0.07598376274108887,77,,[nan nan nan]
gf2,2,0.07696032524108887,78,,[nan nan nan]
gf2,2,0.07793498039245605,79,,[nan nan nan]
gf2,2,0.0789029598236084,80,,[nan nan nan]
gf2,2,0.07987070083618164,81,,[nan nan nan]
gf2,2,0.0808403491973877,82,,[nan nan nan]
gf2,2,0.0818171501159668,83,,[nan nan nan]
gf2,2,0.08278250694274902,84,,[nan nan nan]
gf2,2,0.08375310897827148,85,,[nan nan nan]
gf2,2,0.08472490310668945,86,,[nan nan nan]
gf2,2,0.08571195602416992,87,,[nan nan nan]
gf2,2,0.0866854190826416,88,,[nan nan nan]
gf2,2,0.08765602111816406,89,,[nan nan nan]
gf2,2,0.08862447738647461,90,,[nan nan nan]
gf2,2,0.08960604667663574,91,,[nan nan nan]
gf2,2,0.09057259559631348,92,,[nan nan nan]
gf2,2,0.09154725074768066,93,,[nan nan nan]
gf2,2,0.09251952171325684,94,,[nan nan nan]
gf2,2,0.09350156784057617,95,,[nan nan nan]
gf2,2,0.09446930885314941,96,,[nan nan nan]
gf2,2,0.09545183181762695,97,,[nan nan nan]
gf2,2,0.09642696380615234,98,,[nan nan nan]
gf2,2,0.09740972518920898,99,,[nan nan nan]
gf2,1,2.384185791015625e-06,0,0.19999999999999996,[1.2 1.2 1.2]
gf2,1,0.0010323524475097656,1,0.31485148514851485,[0.62772277 0.86534653 1.43762376]
gf2,1,0.0022759437561035156,2,0.34731437113463864,[1.21725508 1.58033245 0.75564442]
gf2,1,0.003236055374145508,3,2.302282350446806,[ 1.45282434 -3.97381768  2.48020504]
gf2,1,0.0041806697845458984,4,45.852976161715105,[-16.05608137 106.84341249  15.65943462]
gf2,1,0.005123615264892578,5,809236.6912731585,[    4783.58825498 -2411624.84062663    11302.64493786]
gf2,1,0.0060656070709228516,6,9.257989969975626e+18,[-2.39599430e+11  2.77739639e+19  5.75835086e+12]
gf2,1,0.007004499435424805,7,1.4141678763407138e+58,[ 2.72242423e+34 -4.24250363e+58  7.63755516e+38]
gf2,1,0.008014917373657227,8,5.040272704289888e+175,[-3.99554500e+103  1.51208181e+176  1.78206307e+117]
gf2,1,0.009200572967529297,9,inf,[ inf -inf  inf]
gf2,1,0.010350227355957031,10,,[nan nan nan]
gf2,1,0.011325597763061523,11,,[nan nan nan]
gf2,1,0.012283563613891602,12,,[nan nan nan]
gf2,1,0.013239622116088867,13,,[nan nan nan]
gf2,1,0.014199018478393555,14,,[nan nan nan]
gf2,1,0.015155553817749023,15,,[nan nan nan]
gf2,1,0.01612687110900879,16,,[nan nan nan]
gf2,1,0.01707768440246582,17,,[nan nan nan]
gf2,1,0.018030405044555664,18,,[nan nan nan]
gf2,1,0.01898026466369629,19,,[nan nan nan]
gf2,1,0.019937515258789062,20,,[nan nan nan]
gf2,1,0.02089071273803711,21,,[nan nan nan]
gf2,1,0.021841764450073242,22,,[nan nan nan]
gf2,1,0.022790193557739258,23,,[nan nan nan]
gf2,1,0.023747682571411133,24,,[nan nan nan]
gf2,1,0.024698972702026367,25,,[nan nan nan]
gf2,1,0.025651216506958008,26,,[nan nan nan]
gf2,1,0.0265963077545166,27,,[nan nan nan]
gf2,1,0.027551889419555664,28,,[nan nan nan]
gf2,1,0.0285031795501709,29,,[nan nan nan]
gf2,1,0.02945566177368164,30,,[nan nan nan]
gf2,1,0.030404329299926758,31,,[nan nan nan]
gf2,1,0.031357526779174805,32,,[nan nan nan]
gf2,1,0.03231215476989746,33,,[nan nan nan]
gf2,1,0.03326153755187988,34,,[nan nan nan]
gf2,1,0.034227848052978516,35,,[nan nan nan]
gf2,1,0.03518033027648926,36,,[nan nan nan]
gf2,1,0.036131858825683594,37,,[nan nan nan]
gf2,1,0.03707623481750488,38,,[nan nan nan]
gf2,1,0.038014888763427734,39,,[nan nan nan]
gf2,1,0.03896021842956543,40,,[nan nan nan]
gf2,1,0.03991365432739258,41,,[nan nan nan]
gf2,1,0.04085350036621094,42,,[nan nan nan]
gf2,1,0.041788339614868164,43,,[nan nan nan]
gf2,1,0.04273033142089844,44,,[nan nan nan]
gf2,1,0.04367685317993164,45,,[nan nan nan]
gf2,1,0.04461097717285156,46,,[nan nan nan]
gf2,1,0.045546531677246094,47,,[nan nan nan]
gf2,1,0.04648733139038086,48,,[nan nan nan]
gf2,1,0.047430992126464844,49,,[nan nan nan]
gf2,1,0.04837226867675781,50,,[nan nan nan]
gf2,1,0.04931640625,51,,[nan nan nan]
gf2,1,0.050261735916137695,52,,[nan nan nan]
gf2,1,0.05119657516479492,53,,[nan nan nan]
gf2,1,0.052160024642944336,54,,[nan nan nan]
gf2,1,0.05309724807739258,55,,[nan nan nan]
gf2,1,0.05403399467468262,56,,[nan nan nan]
gf2,1,0.05497884750366211,57,,[nan nan nan]
gf2,1,0.055915117263793945,58,,[nan nan nan]
gf2,1,0.05684685707092285,59,,[nan nan nan]
gf2,1,0.05778002738952637,60,,[nan nan nan]
gf2,1,0.05871152877807617,61,,[nan nan nan]
gf2,1,0.05965471267700195,62,,[nan nan nan]
gf2,1,0.06059098243713379,63,,[nan nan nan]
gf2,1,0.06152963638305664,64,,[nan nan nan]
gf2,1,0.06246662139892578,65,,[nan nan nan]
gf2,1,0.06340837478637695,66,,[nan nan nan]
gf2,1,0.06434226036071777,67,,[nan nan nan]
gf2,1,0.06527495384216309,68,,[nan nan nan]
gf2,1,0.06621098518371582,69,,[nan nan nan]
gf2,1,0.06714582443237305,70,,[nan nan nan]
gf2,1,0.06810283660888672,71,,[nan nan nan]
gf2,1,0.06904172897338867,72,,[nan nan nan]
gf2,1,0.0699777603149414,73,,[nan nan nan]
gf2,1,0.0709235668182373,74,,[nan nan nan]
gf2,1,0.07187700271606445,75,,[nan nan nan]
gf2,1,0.0728139877319336,76,,[nan nan nan]
gf2,1,0.07374429702758789,77,,[nan nan nan]
gf2,1,0.07467770576477051,78,,[nan nan nan]
