"","alg","tune","var","lag","val","sd"
"387","HMC","tuned","x7",90,0.00110642294145165,0.167522895429945
"388","MHS","tuned","x7",90,0.394913452187678,0.0973633124052895
"389","HMC","~tuned","x8",90,0.00656840277679734,0.0253148664097133
"390","MHS","~tuned","x8",90,0.371772407932692,0.168137655267217
"391","HMC","tuned","x8",90,-0.000841658683855307,0.28402101049216
"392","MHS","tuned","x8",90,0.415642954353599,0.259133065082827
"393","HMC","~tuned","x9",90,0.00837524197116396,0.0242750614054338
"394","MHS","~tuned","x9",90,0.147411959358545,0.12853900315725
"395","HMC","tuned","x9",90,0.00249666262096471,0.197859796840454
"396","MHS","tuned","x9",90,0.298027766679444,0.188578852922094
"397","HMC","~tuned","x1",100,-0.00432603956860987,0.0205653984943751
"398","MHS","~tuned","x1",100,0.375682770017285,0.156567371856498
"399","HMC","tuned","x1",100,0.00451312836265097,0.0215924554685891
"400","MHS","tuned","x1",100,0.296136516388194,0.270097159999924
"401","HMC","~tuned","x10",100,-0.0108933371072287,0.0286865471221887
"402","MHS","~tuned","x10",100,0.23456245111042,0.182991223598651
"403","HMC","tuned","x10",100,0.000746381081444592,0.316023211594493
"404","MHS","tuned","x10",100,0.353673765107,0.171725256635582
"405","HMC","~tuned","x11",100,0.0141535844719935,0.0530457419308456
"406","MHS","~tuned","x11",100,0.206844973124552,0.0983818961246056
"407","HMC","tuned","x11",100,-0.00272563046856724,0.0859456547303756
"408","MHS","tuned","x11",100,0.319155254669034,0.211900181020601
"409","HMC","~tuned","x2",100,-3.28659585121189e-05,0.0251174698408623
"410","MHS","~tuned","x2",100,0.320806256536069,0.169214283337584
"411","HMC","tuned","x2",100,0.00382913525814594,0.0413114014877217
"412","MHS","tuned","x2",100,0.229214143321823,0.328607103453294
